"SP500.Volume","seasonal","trend","remainder"
10617809600,662536386.185508,6004416477.99162,3950856735.82287
9472910400,662536386.185508,6017941532.99902,2792432480.81547
8613173600,662536386.185508,6031466588.00642,1919170625.80807
7753436800,638996737.37264,5983779773.98877,1130660288.63859
6893700000,638996737.37264,5936092959.97112,318610302.656237
5842550000,638996737.37264,5897318216.63313,-693764954.005771
5225460000,638996737.37264,5858543473.29514,-1272080210.66778
4870640000,451828658.725166,5830705424.80956,-1411894083.53473
6126400000,451828658.725166,5802867376.32399,-128296035.049159
6058573333.33,451828658.725166,5776804351.55361,-170059676.948774
5990746666.67,451828658.725166,5750741326.78322,-211823318.83839
5922920000,459578035.382206,5695913123.57746,-232571158.959669
6170840000,459578035.382206,5641084920.3717,70177044.2460928
6765800000,459578035.382206,5579962406.04625,726259558.571547
8328569600,459578035.382206,5518839891.72079,2350151672.897
5452130000,467881233.91445,5446497832.01783,-462249065.932282
5376100000,467881233.91445,5374155772.31487,-465937006.229321
5300070000,467881233.91445,5306825637.69967,-474636871.614116
5224040000,467881233.91445,5239495503.08446,-483336736.998912
7329580000,401752286.301643,5181292828.08068,1746534885.61768
4521050000,401752286.301643,5123090153.0769,-1003792439.37854
5698460000,401752286.301643,5059855424.12935,236852289.56901
4871210000,401752286.301643,4996620695.1818,-527162981.483439
4971277500,298521415.78603,4953999620.49721,-281243536.283243
5071345000,298521415.78603,4911378545.81263,-138554961.598661
5171412500,298521415.78603,4937360276.7802,-64469192.5662317
5271480000,298521415.78603,4963342007.74777,9616576.46619797
5026360000,173109727.102138,5024849473.50781,-171599200.609944
4995970000,173109727.102138,5086356939.26784,-263496666.369979
6180580000,173109727.102138,5161352073.28822,846118199.609647
5942906666.67,173109727.102138,5236347207.30859,533449732.259272
5705233333.33,257110738.042483,5259597514.75043,188525080.537088
5467560000,257110738.042483,5282847822.19227,-72398560.2347507
6192750000,257110738.042483,5219907878.56363,715731383.393883
5983200000,257110738.042483,5156967934.935,569121327.022517
5144780000,223522939.937468,5047570641.63091,-126313581.568382
4059280000,223522939.937468,4938173348.32683,-1102416288.2643
4181463333.33,223522939.937468,4850182603.65061,-892242210.258074
4303646666.67,223522939.937468,4762191858.97438,-682068132.241851
4425830000,45994428.1113629,4735930444.45959,-356094872.570956
4644490000,45994428.1113629,4709669029.9448,-111173458.056167
5002600000,45994428.1113629,4691239226.25624,265366345.632397
4557760000,45994428.1113629,4672809422.56768,-161043850.67904
4555360000,33094865.3434188,4656045777.89814,-133780643.241561
4541693333.33,33094865.3434188,4639282133.22861,-130683665.242025
4528026666.67,33094865.3434188,4644039778.35651,-149107977.029924
4514360000,33094865.3434188,4648797423.4844,-167532288.827824
4514380000,20171659.1822543,4670814883.11279,-176606542.295042
4526150000,20171659.1822543,4692832342.74117,-186854001.923425
4814830000,20171659.1822543,4720678756.91621,73979583.9015388
5128840000,20171659.1822544,4748525171.09124,360143169.726502
4718030000,11527368.6939452,4773707151.87916,-67204520.5731049
4307220000,11527368.6939452,4798889132.66708,-503196501.361021
3896410000,11527368.6939452,4780868584.5099,-895985953.203845
6136700000,11527368.6939452,4762848036.35272,1362324594.95333
5067080000,-39284042.510949,4782370975.85155,323993066.659396
6435770000,-39284042.510949,4801893915.35038,1673160127.16057
3968500000,-39284042.510949,4870019644.65997,-862235602.14902
4149185000,-39284042.510949,4938145373.96955,-749676331.458606
4329870000,-106352805.497832,4974740700.88879,-538517895.390958
4510555000,-106352805.497832,5011336027.80803,-394428222.310193
4691240000,-106352805.497832,5044698442.51762,-247105637.01979
4931220000,-106352805.497832,5078060857.22722,-40488051.7293873
4548460000,-104434299.07654,5070160242.99871,-417265943.922171
3506570000,-104434299.07654,5062259628.7702,-1451255329.69366
3480043333.33,-104434299.07654,5041905099.37394,-1457427466.9674
3453516666.67,-104434299.07654,5021550569.97768,-1463599604.23114
3426990000,-70674670.4823498,4985154112.73703,-1487489442.25468
4640460000,-70674670.4823498,4948757655.49639,-237622985.014038
4521050000,-70674670.4823498,4917939794.68177,-326215124.199419
4552470000,-70674670.4823498,4887121933.86715,-263977263.384801
5297350000,-30275021.5261219,4870328375.39614,457296646.129982
4894733333.33,-30275021.5261219,4853534816.92513,71473537.9309921
4492116666.67,-30275021.5261219,4836740417.00096,-314348728.804839
4089500000,-30275021.5261219,4819946017.07679,-700170995.550672
4713280000,-41111834.6638271,4768364310.20256,-13972475.5387363
4747180000,-41111834.6638271,4716782603.32833,71509231.335494
4826900000,-41111834.6638271,4669842050.34382,198169784.320008
4524570000,-41111834.6638271,4622901497.35931,-57219662.6954784
4352930000,-53161453.3704318,4565189858.1378,-159098404.767368
4181290000,-53161453.3704318,4507478218.9163,-273026765.545863
4009650000,-53161453.3704318,4409292999.82613,-346481546.455702
4725690000,-53161453.3704318,4311107780.73597,467743672.63446
4002390000,97254154.8391986,4221635675.76149,-316499830.600687
4612420000,97254154.8391986,4132163570.787,383002274.373796
4006450000,97254154.8391986,4063341338.72538,-154145493.56458
4052360000,97254154.8391986,3994519106.66376,-39413261.5029569
4098270000,183625354.869625,3950459110.68237,-35814465.5519948
4144180000,183625354.869625,3906399114.70098,54155530.4293938
4071820000,183625354.869625,3878422581.62533,9772063.50504875
4057850000,183625354.869625,3850446048.54967,23778596.5807033
3685560000,171064556.873445,3857541741.77153,-343046298.644974
3857890000,171064556.873445,3864637434.99339,-177811991.866831
3898380000,171064556.873445,3889248094.85217,-161932651.725613
3938870000,171064556.873445,3913858754.71095,-146053311.584394
3979360000,193482621.95897,3918138631.22222,-132261253.181195
3979360000,193482621.95897,3922418507.7335,-136541129.69247
4511860000,193482621.95897,3914675820.32292,403701557.718105
4521050000,193482621.95897,3906933132.91235,420634245.12868
3328890000,332861674.301916,3904352080.55452,-908323754.856438
3266743333.33,332861674.301916,3901771028.19669,-967889369.168609
3204596666.67,332861674.301916,3889101285.20893,-1017366292.84084
3142450000,332861674.301916,3876431542.22116,-1066843216.52307
3968210000,450399996.168496,3860522745.66896,-342712741.837452
3724260000,450399996.168496,3844613949.11675,-570753945.28525
4290540000,450399996.168496,3862599270.29249,-22459266.4609842
3761570000,450399996.168496,3880584591.46822,-569414587.636718
3578030000,367439390.247712,3920376848.79169,-709786239.039401
3394490000,367439390.247712,3960169106.11516,-933118496.362867
3210950000,367439390.247712,3971294118.0811,-1127783508.32881
4436330000,367439390.247712,3982419130.04704,86471479.7052474
4360190000,288696454.904343,3998837644.35071,72655900.7449422
3646710000,288696454.904343,4015256158.65439,-657242613.558733
4102460000,288696454.904343,4027339332.92941,-213575787.833748
3707636666.67,288696454.904343,4039422507.20442,-620482295.438765
3312813333.33,313552286.887829,3991171486.87083,-991910440.428664
2917990000,313552286.887829,3942920466.53725,-1338482753.42508
4038770000,313552286.887829,3882931224.22103,-157713511.108858
4396880000,313552286.887829,3822941981.90481,260385731.207361
3704210000,291786778.705398,3761518494.21687,-349095272.922264
3534500000,291786778.705398,3700095006.52892,-457381785.234319
3427720000,291786778.705398,3651665283.94654,-515732062.651934
3320940000,291786778.705398,3603235561.36415,-574082340.069549
3214160000,309978938.652042,3572274918.28048,-668093856.932522
3107380000,309978938.652042,3541314275.19681,-743913213.84885
3224640000,309978938.652042,3542700320.82162,-628039259.473661
3387770000,309978938.652042,3544086366.44643,-466295305.098472
3061160000,470777478.290735,3588446636.10319,-998064114.393923
3547790000,470777478.290735,3632806905.75995,-555794384.050681
4034420000,470777478.290735,3668489225.95829,-104846704.249021
4521050000,470777478.290735,3704171546.15662,346100975.55264
4521050000,481217395.110596,3737669625.5057,302162979.383704
3369840000,481217395.110596,3771167704.85478,-882545099.965372
3364080000,481217395.110596,3769778776.47541,-886916171.586003
4086140000,481217395.110596,3768389848.09604,-163467243.206635
3845453333.33,425085385.797441,3751992272.21562,-331624324.683058
3604766666.67,425085385.797441,3735594696.3352,-555913415.462636
3364080000,425085385.797441,3740518585.17078,-801523970.968218
4175660000,425085385.797441,3745442474.00636,5132140.19619989
3911070000,305939271.988561,3763536280.82295,-158405552.811506
3847850000,305939271.988561,3781630087.63953,-239719359.628092
4123950000,305939271.988561,3822660867.00101,-4650138.98957253
3945253333.33,305939271.988561,3863691646.36249,-224377585.021052
3766556666.67,222343696.67627,3900035639.91369,-355822669.919963
3587860000,222343696.67627,3936379633.4649,-570863330.141165
4025840000,222343696.67627,3940353995.97348,-136857692.649746
3990280000,222343696.67627,3944328358.48206,-176392055.158328
4284160000,203843948.029851,3928569391.41738,151746660.552773
4298910000,203843948.029851,3912810424.35269,182255627.617455
4067310000,203843948.029851,3916548567.59544,-53082515.625289
3835710000,203843948.029851,3920286710.83818,-288420658.868033
3604110000,205973455.500787,3926733144.06817,-528596599.568954
4068840000,205973455.500787,3933179577.29815,-70313032.7989392
4073160000,205973455.500787,3966884211.93253,-99697667.4333172
3910550000,205973455.500787,4000588846.56691,-296012302.067696
3871420000,282176603.001214,4175860797.57363,-586617400.574842
3416246666.67,282176603.001214,4351132748.58035,-1217062684.91156
2961073333.33,282176603.001214,4479040622.32842,-1800143891.99963
2505900000,282176603.001214,4606948496.07649,-2383225099.0777
4076170000,294840858.033782,4739615082.5595,-958285940.593278
4969410000,294840858.033782,4872281669.0425,-197712527.076285
4969410000,294840858.033782,4880249376.26665,-205680234.300435
5724910000,294840858.033782,4888217083.4908,541852058.475414
5299956666.67,262023205.030398,4866176090.44341,171757371.196191
4875003333.33,262023205.030398,4844135097.39602,-231154969.096417
4450050000,262023205.030398,4754227575.4919,-566200780.522294
5600120000,262023205.030398,4664320053.58777,673776741.381828
5027880000,349009438.514988,4518893919.87494,159976641.61007
4625470000,349009438.514988,4373467786.16211,-97007224.6770983
3177890000,349009438.514988,4292593956.11259,-1463713394.62758
3525720000,349009438.514988,4211720126.06307,-1035009564.57806
3873550000,613013558.479797,4100086268.84088,-839549827.320675
4221380000,613013558.479797,3988452411.61868,-380085970.09848
4203680000,613013558.479797,3914578807.51226,-323912365.992057
4335670000,613013558.479797,3840705203.40584,-118048761.885633
4283460000,597519074.291979,3812780071.01815,-126839145.310133
3537880000,597519074.291979,3784854938.63047,-844494012.92245
3734980000,597519074.291979,3759354943.65485,-621894017.946826
3932080000,597519074.291979,3733854948.67922,-399294022.971201
4129180000,365068372.374673,3736987792.36244,27123835.2628875
3866200000,365068372.374673,3740120636.04566,-238989008.420331
4665480000,365068372.374673,3893208105.73227,407203521.893053
5695470000,365068372.374673,4046295575.41889,1284106052.20644
5637460000,186733925.288604,4143163220.71374,1307562853.99766
5070716666.67,186733925.288604,4240030866.00858,643951875.372813
4503973333.33,186733925.288604,4356434403.91265,-39194995.8712511
3937230000,186733925.288604,4472837941.81671,-722341867.105314
4848040000,105437208.395655,4452890874.67194,289711916.932405
4561300000,105437208.395655,4432943807.52717,22918984.077177
3931120000,105437208.395655,4397584427.89449,-571901636.290144
4213620000,105437208.395655,4362225048.26181,-254042256.657465
3976870000,104269586.46436,4312630015.71389,-440029602.178247
3740120000,104269586.46436,4263034983.16597,-627184569.630327
3503370000,104269586.46436,4216375086.74612,-817274673.210481
5116380000,104269586.46436,4169715190.32628,842395223.209365
3904780000,136336509.361007,4133556406.47928,-365112915.840282
4687260000,136336509.361007,4097397622.63228,453525868.006717
3675390000,136336509.361007,4088430472.75137,-549376982.112374
3680093333.33,136336509.361007,4079463322.87046,-535706498.901465
3684796666.67,152933063.192137,4051829292.78137,-519965689.303505
3689500000,152933063.192137,4024195262.69228,-487628325.884415
4133070000,152933063.192137,3997086986.77831,-16950049.9704485
3384250000,152933063.192137,3969978710.86435,-738661774.056482
2499035000,35813724.7025227,3996367962.45069,-1533146687.15321
1613820000,35813724.7025228,4022757214.03703,-2444750938.73956
2300363333.33,35813724.7025228,4042691712.87838,-1778142104.25091
2986906666.67,35813724.7025228,4062626211.71973,-1111533269.75226
3673450000,-142870230.56964,4065544052.60164,-249223822.032
4284700000,-142870230.56964,4068461893.48355,359108337.086094
4548110000,-142870230.56964,4048794043.69975,642186186.869889
4970800000,-142870230.56964,4029126193.91596,1084544036.65368
3735780000,-243506717.325725,4028777832.06304,-49491114.7373104
3666310000,-243506717.325725,4028429470.21011,-118612752.884389
3596840000,-243506717.325725,4065670945.12789,-225324227.802166
3527370000,-243506717.325725,4102912420.04567,-332035702.719942
6970630400,-223130558.106433,4178876374.10981,3014884583.99663
4607590000,-223130558.106433,4254840328.17395,575880229.932484
4522510000,-223130558.106433,4325367415.8383,420273142.268129
4547310000,-223130558.106433,4395894503.50266,374546054.603775
4485286666.67,-150736875.273673,4396535970.91595,239487571.027726
4423263333.33,-150736875.273673,4397177438.32924,176822770.274436
4361240000,-150736875.273673,4342044508.64102,169932366.632648
4132350000,-150736875.273673,4286911578.95281,-3824703.67913914
4407340000,-67819017.0201257,4190995708.73979,284163308.280338
4736820000,-67819017.0201257,4095079838.52676,709559178.493363
4632470000,-67819017.0201257,4003400093.04749,696888923.972637
4271026666.67,-67819017.0201257,3911720347.56821,427125336.121911
3909583333.33,-29970107.1693812,3799725736.49695,139827704.002434
3548140000,-29970107.1693812,3687731125.42568,-109621018.256299
3479670000,-29970107.1693812,3647305122.57755,-137665015.408166
1285590000,-29970107.1693812,3606879119.72941,-2291319012.56003
2515020000,-42055252.7383543,3626468635.19051,-1069393382.45215
2384382500,-42055252.7383543,3646058150.6516,-1219620397.91325
2253745000,-42055252.7383543,3693807588.27555,-1398007335.5372
2123107500,-42055252.7383543,3741557025.8995,-1576394273.16115
1992470000,-55664272.4037361,3773509014.65742,-1725374742.25369
2478450000,-55664272.4037361,3805461003.41534,-1271346731.01161
2214380000,-55664272.4037361,3877693524.91781,-1607649252.51408
1970720000,-55664272.4037361,3949926046.42028,-1923541774.01655
1799770000,-14630947.8610388,4046348842.52924,-2231947894.6682
2628736666.67,-14630947.8610388,4142771638.6382,-1499404024.10717
3457703333.33,-14630947.8610388,4271429295.07624,-799095013.885199
4286670000,-14630947.8610388,4400086951.51427,-98786003.6532316
4796420000,-249069480.266108,4469073784.97134,576415695.294765
4764920000,-42331069.1773962,4538060618.42841,269190450.748981
4844100000,-42331069.1773962,4527942928.70687,358488140.470525
4963110000,-42331069.1773962,4517825238.98533,487615830.192068
4654223333.33,-42331069.1773962,4454067218.24379,242487184.263606
4345336666.67,56484446.0082264,4390309197.50225,-101456976.840479
4036450000,56484446.0082264,4338008475.77468,-358042921.782906
4050750000,56484446.0082264,4285707754.04711,-291442200.055333
4226940000,56484446.0082264,4272731079.4451,-102275525.453329
4310840000,-23585793.2545224,4259754404.8431,74671388.4114237
4661590000,-23585793.2545224,4279756411.89269,405419381.361833
4817440000,-23585793.2545224,4299758418.94228,541267374.312242
4973290000,-23585793.2545224,4312983124.2308,683892669.023722
5129140000,28624120.8213325,4326207829.51932,774308049.659346
5284990000,28624120.8213325,4301396025.25974,954969853.918928
4743710000,28624120.8213325,4276584221.00016,438501658.178511
4935320000,28624120.8213325,4228358394.09375,678337485.084921
4935320000,111463822.522804,4180132567.18734,643723610.289861
4591036666.67,111463822.522804,4139370637.59177,340202206.555427
4246753333.33,111463822.522804,4098608707.9962,36680802.8109913
3902470000,111463822.522804,4075927457.95334,-284921280.47614
4595380000,77642538.9000186,4053246207.91047,464491253.189515
4730980000,77642538.9000186,4041896185.32535,611441275.774627
4309190000,77642538.9000186,4030546162.74024,201001298.359739
5618630000,77642538.9000186,4014029848.29702,1526957612.80296
5134806666.67,18551908.2016217,3997513533.85381,1118741224.61457
4650983333.33,18551908.2016217,3948935508.86625,683495916.262124
4167160000,18551908.2016217,3900357483.8787,248250607.919676
5164500000,18551908.2016217,3801086099.28446,1344861992.51392
4098260000,25690537.4484744,3701814714.69022,370754747.861308
4370990000,25690537.4484744,3641252352.1909,704047110.360627
3925950000,25690537.4484744,3580689989.69158,319569472.859944
3918056666.67,25690537.4484744,3558223323.72352,334142805.498004
3910163333.33,105501076.812208,3535756657.75546,268905598.762331
3902270000,105501076.812208,3547639423.17691,249129500.010883
3881530000,105501076.812208,3559522188.59836,216506734.589436
3922240000,105501076.812208,3581264101.10282,235474822.08497
4184610000,197982092.689043,3603006013.60729,383621893.703669
4219300000,197982092.689043,3466489657.2897,554828250.021261
4001880000,197982092.689043,3329973300.9721,473924606.338853
3784460000,197982092.689043,3098901613.28199,487576294.028969
3567040000,360374479.870991,2867829925.59187,338835594.537136
3926860000,360374479.870991,2599605420.23457,966880099.894441
1966450000,360374479.870991,2331380914.87726,-725305394.748254
1966450000,360374479.870991,1976273563.01571,-370198042.8867
1162310000,568094099.609357,1621166211.15416,-1026950310.76351
1202427500,568094099.609357,1529099819.3222,-894766418.931554
1242545000,568094099.609357,1437033427.49024,-762582527.099596
1282662500,568094099.609357,1407135514.70238,-692567114.311738
1322780000,660436430.02223,1377237601.91452,-714894031.936752
1330340000,660436430.02223,1395825823.99978,-725922254.022009
1222900000,660436430.02223,1414414046.08504,-851950476.107266
3836030000,660436430.02223,1502209544.87504,1673384025.10273
2974970000,675882738.961629,1590005043.66505,709082217.37332
2113910000,675882738.961629,2058068173.71178,-620040912.673409
1252850000,675882738.961629,2526131303.75851,-1949164042.72014
1180420000,675882738.961629,2774254241.74119,-2269716980.70282
1.025e+09,681622581.66407,3022377179.72386,-2678999761.38793
4340470000,681622581.66407,3371602973.17169,287244445.164238
4223740000,681622581.66407,3720828766.61952,-178711348.283589
4137403333.33,681622581.66407,3756073336.69949,-300292585.033559
4051066666.67,631820284.630979,3791317906.77946,-372071524.740436
3964730000,631820284.630979,3770848393.21053,-437938677.841512
4531420000,631820284.630979,3750378879.64161,149220835.727413
3709520000,631820284.630979,3736821500.29919,-659121784.930168
4723020000,618049936.165365,3723264120.95677,381705942.877866
3740400000,618049936.165365,3727099562.05967,-604749498.225034
3843723333.33,618049936.165365,3730935003.16257,-505261605.997934
3947046666.67,618049936.165365,3764612564.51372,-435615834.009088
4050370000,544862450.987761,3798290125.86488,-292782576.852637
5201400000,544862450.987761,3824197022.42886,832340526.583378
5.833e+09,544862450.987761,3850103918.99285,1438033630.01939
4134950000,544862450.987761,3865535719.4131,-275448170.400857
4685500000,421156588.614107,3880967519.83335,383375891.552545
4531576666.67,421156588.614107,3880950091.1723,229469986.883592
4377653333.33,421156588.614107,3880932662.51125,75564082.2046385
4223730000,421156588.614107,3872023837.5268,-69450426.1409106
3576550000,376730762.695764,3863115012.54235,-663295775.238117
3842350000,376730762.695764,3833765527.46508,-368146290.160846
4223740000,376730762.695764,3804416042.38781,42593194.9164248
4223740000,376730762.695764,3794717520.07858,52291717.2256517
3887550000,449342963.241645,3785018997.76936,-346811961.011003
3551360000,449342963.241645,3804327729.11382,-702310692.355462
3215170000,449342963.241645,3823636460.45828,-1057809423.69992
3482580000,449342963.241645,3860843548.99824,-827606512.239882
3809570000,515907241.198309,3898050637.5382,-604387878.736506
3566270000,515907241.198309,3949919290.77118,-899556531.969487
4223740000,515907241.198309,4001787944.00416,-293955185.202468
4223740000,515907241.198309,4026618959.48979,-318786200.688094
4223740000,423505734.674369,4051449974.97541,-251215709.64978
4223740000,423505734.674369,4015916232.43477,-215681967.109141
3852280000,423505734.674369,3980382489.89413,-551608224.568502
4223740000,423505734.674369,3909605278.88507,-109371013.559438
4005600000,409709036.314941,3838828067.87601,-242937104.190947
3582810000,409709036.314941,3776752521.37868,-603651557.693618
3548196666.67,409709036.314941,3714676974.88135,-576189344.526289
3513583333.33,409709036.314941,3672753706.48312,-568879409.468061
3478970000,403843085.507572,3630830438.08489,-555703523.592463
4275490000,403843085.507572,3624060150.92581,247586763.566617
3850860000,403843085.507572,3617289863.76673,-170272949.274304
3872630000,403843085.507572,3632895604.16321,-164108689.670782
4223740000,422493696.743664,3648501344.55969,152744958.696649
4223740000,422493696.743664,3642599299.9388,158647003.317531
4223740000,422493696.743664,3636697255.31792,164549047.938413
4223740000,422493696.743664,3610746744.75445,190499558.501886
3886300000,482429146.475944,3584796234.19098,-180925380.66692
4236280000,482429146.475944,3560911087.90706,192939765.616993
3587240000,482429146.475944,3537025941.62315,-432215088.099094
3225962500,482429146.475944,3520751493.05786,-777218139.533805
2864685000,566775962.846226,3504477044.49257,-1206568007.3388
2503407500,566775962.846226,3478467423.85131,-1541835886.69754
2142130000,566775962.846226,3452457803.21006,-1877103766.05628
3908060000,566775962.846226,3455525104.55368,-114241067.399909
4051570000,587691281.754545,3458592405.89731,5286312.34814501
4036820000,587691281.754545,3472704534.32521,-23575816.0797567
3479070000,587691281.754545,3486816662.75311,-595437944.507658
3601463333.33,587691281.754545,3485627538.51639,-471855486.94093
3723856666.67,516527009.308863,3484438414.27966,-277108756.918519
3846250000,516527009.308863,3494562139.44651,-164839148.755368
4223740000,516527009.308863,3504685864.61335,202527126.077783
4223740000,516527009.308863,3533666279.10126,173546711.589873
3846250000,662536386.185508,3562646693.58917,-378933079.774682
4223740000,662536386.185508,3574969237.18337,-13765623.3688736
4237576666.67,662536386.185508,3587291780.77756,-12251500.2930655
4251413333.33,662536386.185508,3574794000.51785,14082946.6266441
4265250000,638996737.37264,3562296220.25814,63957042.3692222
4223740000,638996737.37264,3547040717.97366,37702544.6537004
3846250000,638996737.37264,3531785215.68918,-324531953.061821
3777210000,638996737.37264,3527283539.12589,-389070276.498526
3426660000,451828658.725166,3522781862.56259,-547950521.287756
3566523333.33,451828658.725166,3528608684.72302,-413914010.118182
3706386666.67,451828658.725166,3534435506.88344,-279877498.938608
3846250000,451828658.725166,3549918693.91257,-155497352.637739
4053970000,459578035.382206,3565401880.9417,28990083.6760907
3922030000,459578035.382206,3585615530.42262,-123163565.804829
3626110000,459578035.382206,3605829179.90354,-439297215.285748
4066020000,459578035.382206,3626772008.04758,-20330043.4297814
3795873333.33,467881233.91445,3647714836.19161,-319722736.776059
3525726666.67,467881233.91445,3653741658.82944,-595896226.07389
3255580000,467881233.91445,3659768481.46727,-872069715.381721
3846250000,467881233.91445,3672719747.67293,-294350981.587378
4109670000,401752286.301643,3685671013.87858,22246699.8197737
3259470000,401752286.301643,3719338760.92803,-861621047.229674
3124560000,401752286.301643,3753006507.97748,-1030198794.27912
3517480000,401752286.301643,3759638470.95571,-643910757.257351
3910400000,298521415.78603,3766270433.93394,-154391849.719966
4303320000,298521415.78603,3743462192.89553,261336391.318442
4696240000,298521415.78603,3720653951.85712,677064632.35685
4241090000,298521415.78603,3703994014.75158,238574569.462391
3762170000,173109727.102138,3687334077.64604,-98273804.7481742
3505030000,173109727.102138,3667241579.62053,-335321306.722667
3522013333.33,173109727.102138,3647149081.59502,-298245475.367159
3538996666.67,173109727.102138,3666081162.11224,-300194222.544374
3555980000,257110738.042483,3685013242.62945,-386143980.671934
3846250000,257110738.042483,3757211490.80005,-168072228.842529
3970810000,257110738.042483,3829409738.97064,-115710477.013124
3332510000,257110738.042483,3908797499.2074,-833398237.249885
3846250000,223522939.937468,3988185259.44416,-365458199.381629
3941673333.33,223522939.937468,4037423572.63001,-319273179.237473
4037096666.67,223522939.937468,4086661885.81585,-273088159.083316
4132520000,223522939.937468,4116007671.51373,-207010611.451196
3500280000,45994428.1113629,4145353457.21161,-691067885.32297
4070500000,45994428.1113629,4121710643.31092,-97205071.4222865
3846250000,45994428.1113629,4098067829.41024,-297812257.521603
4916460000,45994428.1113629,4046347161.08313,824118410.805511
4432526666.67,33094865.3434188,3994626492.75601,404805308.570567
3948593333.33,33094865.3434188,3950664003.00082,-35165535.0142384
3464660000,33094865.3434188,3906701513.24563,-475136378.589044
4056150000,33094865.3434188,3863711027.85741,159344106.79917
3718420000,20171659.1822543,3820720542.4692,-122472201.651452
4983450000,20171659.1822543,3808007811.9614,1155270528.85634
3665340000,20171659.1822543,3795295081.45361,-150126740.635859
3603250000,20171659.1822544,3805653040.63153,-222574699.813787
3541160000,11527368.6939452,3816010999.80946,-286378368.503406
3479070000,11527368.6939452,3836127731.32787,-368585100.021819
3681500000,11527368.6939452,3856244462.84629,-186271831.540232
4347540000,11527368.6939452,3907278810.23416,428733821.071897
4200500000,-39284042.510949,3958313157.62203,281470884.888919
3796930000,-39284042.510949,4013620792.90508,-177406750.394128
3778277500,-39284042.510949,4068928428.18812,-251366885.677175
3759625000,-39284042.510949,4106529000.74136,-307619958.230412
3740972500,-106352805.497832,4144129573.2946,-296804267.796766
3722320000,-106352805.497832,4169391486.79923,-340718681.3014
3564190000,-106352805.497832,4194653400.30387,-524110594.806035
4069530000,-106352805.497832,4206278695.38544,-30395889.887609
3594360000,-104434299.07654,4217903990.46702,-519109691.390476
3689283333.33,-104434299.07654,4236853903.36418,-443136270.957638
3784206666.67,-104434299.07654,4255803816.26134,-367162850.514801
3879130000,-104434299.07654,4286776649.80124,-303212350.724702
4227890000,-70674670.4823498,4317749483.34114,-19184812.8587942
4060080000,-70674670.4823498,4336662018.85354,-205907348.371189
4358570000,-70674670.4823498,4355574554.36593,73670116.116415
4242760000,-70674670.4823498,4346608573.18224,-33173902.6998911
4201226666.67,-30275021.5261219,4337642591.99855,-106140903.802424
4159693333.33,-30275021.5261219,4283144202.33379,-93175847.477663
4118160000,-30275021.5261219,4228645812.66902,-80210791.1429019
4304600000,-30275021.5261219,4136136878.32058,198738143.205539
3767420000,-41111834.6638271,4043627943.97214,-235096109.308316
4837430000,-41111834.6638271,3995485270.42251,883056564.241313
3522830000,-41111834.6638271,3947342596.87288,-383400762.209057
3527516666.67,-41111834.6638271,3967201089.23752,-398572587.903692
3532203333.33,-53161453.3704318,3987059581.60215,-401694794.901722
3536890000,-53161453.3704318,4097038147.36245,-506986693.992014
4007050000,-53161453.3704318,4207016713.12274,-146805259.752306
3479040000,-53161453.3704318,4337899835.60814,-805698382.237703
4951800000,97254154.8391986,4468782958.09353,385762887.067269
5061190000,97254154.8391986,4583853031.51544,380082813.645358
5029923333.33,97254154.8391986,4698923104.93735,233746073.553447
4998656666.67,97254154.8391986,4733283817.21924,168118694.611558
4967390000,183625354.869625,4767644529.50113,16120115.6292429
5206290000,183625354.869625,4745265374.38737,277399270.743
6446940000,183625354.869625,4722886219.27362,1540428425.85676
4266530000,183625354.869625,4697235974.18109,-614331329.050714
5454590000,171064556.873445,4671585729.08856,611939714.037993
4508110000,171064556.873445,4748435813.64546,-411390370.518909
3561630000,171064556.873445,4825285898.20237,-1434720455.07581
2615150000,171064556.873445,4923206977.64295,-2479121534.5164
2366660000,193482621.95897,5021128057.08353,-2847950679.0425
5018070000,193482621.95897,5153760485.25698,-329173107.215953
3685050000,193482621.95897,5286392913.43043,-1794825535.3894
5640380000,193482621.95897,5294345968.22862,152551409.812412
5184536666.67,332861674.301916,5302299023.0268,-450624030.658718
4728693333.33,332861674.301916,5300845270.52472,-905013611.496635
4272850000,332861674.301916,5299391518.02264,-1359403192.32455
5071600000,332861674.301916,5296981626.68022,-558243300.982138
4388340000,450399996.168496,5294571735.33781,-1356631731.5063
3234810000,450399996.168496,5296041962.32141,-2511631958.48991
5167560000,450399996.168496,5297512189.30502,-580352185.473512
5257126666.67,450399996.168496,5326328894.82974,-519602224.328236
5346693333.33,367439390.247712,5355145600.35446,-375891657.272176
5436260000,367439390.247712,5345379496.06363,-276558886.311338
5013170000,367439390.247712,5335613391.77279,-689882782.020501
5315310000,367439390.247712,5277893722.68198,-330023112.929688
5748420000,288696454.904343,5220174053.59116,239549491.504493
5035320000,288696454.904343,5174779017.69891,-428155472.60325
4766236666.67,288696454.904343,5129383981.80665,-651843770.040992
4497153333.33,288696454.904343,5071665837.72744,-863208959.301787
4228070000,313552286.887829,5013947693.64824,-1099429980.53607
4572570000,313552286.887829,4968827254.20474,-709809541.092572
5267840000,313552286.887829,4923706814.76125,30580898.3509216
4780410000,313552286.887829,4930391665.07958,-463533951.967405
4401740000,291786778.705398,4937076515.3979,-827123294.103301
4577300000,291786778.705398,4929769089.53181,-644255868.237211
