"Difficulty","seasonal","trend","remainder"
12.8491831478,4334584243.78843,8148602902.68768,-12483187133.6269
12.8491831478,1457904368.89269,8141364868.51895,-9599269224.56245
12.8491831478,2106682862.76265,8134126834.35022,-10240809684.2637
12.8491831478,2755936822.25356,8124123953.9924,-10880060763.3968
12.8491831478,3405955385.52626,8114121073.63459,-11520076446.3117
12.8491831478,5730775191.74946,8101767924.25118,-13832543103.1514
12.8491831478,6379553920.59539,8089414774.86776,-14468968682.614
12.8491831478,7028806487.20419,8074824302.12631,-15103630776.4813
11.8462281497,7678823995.18478,8060233829.38485,-15739057812.7234
11.8462281497,7689046166.27399,8043975323.17369,-15733021477.6015
11.8462281497,7685359792.78554,8027716816.96252,-15713076597.9018
11.8462281497,7682145503.99719,8010634049.18009,-15692779541.331
11.8462281497,7679696494.17064,7993551281.39765,-15673247763.7221
11.8462281497,7695932257.28819,7976508583.18891,-15672440828.6309
11.8462281497,7692246243.98039,7959465884.98017,-15651712117.1143
11.8462281497,7689030562.30993,7943424535.75618,-15632455086.2199
11.8462281497,7686580497.19128,7927383186.53219,-15613963671.8772
16.6190787519,7700595695.16357,7912769637.36317,-15613365315.9077
16.6190787519,7696910042.03642,7898156088.19415,-15595066113.6115
16.6190787519,7693692967.48386,7884018293.07636,-15577711243.9411
16.6190787519,7691241847.0731,7869880497.95857,-15561122328.4126
16.6190787519,7704328757.2954,7854642424.24581,-15558971164.9221
16.6190787519,7700643464.34891,7839404350.53304,-15540047798.2629
16.6190787519,7697424996.91424,7822490264.37109,-15519915244.6662
16.6190787519,7694972750.85342,7805576178.20913,-15500548912.4435
16.6190787519,7712079287.77464,7786278664.64129,-15498357935.7969
16.6190787519,7708394355.0088,7766981151.07346,-15475375489.4632
16.6190787519,7705174494.69203,7744896018.31419,-15450070496.3871
16.6190787519,7702721122.98114,7722810885.55491,-15425531991.917
16.6190787519,7716206580.19658,7698402648.98932,-15414609212.5668
16.6190787519,7712522007.61139,7673994412.42372,-15386516403.416
17.3814881581,7709300754.41252,7646901664.44167,-15356202401.4727
17.3814881581,7706846257.05158,7619808916.45962,-15326655156.1297
17.3814881581,7719766652.1525,7590105837.96729,-15309872472.7383
17.3814881581,7716082439.74797,7560402759.47495,-15276485181.8414
17.3814881581,7712859793.66698,7528552933.42723,-15241412709.7127
17.3814881581,7710404170.65598,7496703107.3795,-15207107260.654
17.3814881581,7723681175.85812,7463198991.41585,-15186880149.8925
17.3814881581,7719997323.63424,7429694875.4522,-15149692181.705
17.3814881581,7716773284.67115,7395025622.96045,-15111798890.2501
17.3814881581,7714316536.01009,7360356370.46871,-15074672889.0973
17.3814881581,7724677282.72008,7325213120.12669,-15049890385.4653
17.3814881581,7720993790.67686,7290069869.78466,-15011063643.08
19.4047963284,7717768848.73233,7255353722.46633,-14973122551.7939
19.4047963284,7715310484.52055,7220637575.148,-14935948040.2637
19.4047963284,7724135278.15045,7186951191.83853,-14911086450.5842
19.4047963284,7720452146.28789,7153264808.52906,-14873716935.4121
19.4047963284,7717226301.36191,7120824471.0799,-14838050753.037
19.4047963284,7714766321.59941,7088384133.63075,-14803150435.8254
19.4047963284,7816361077.06677,7056976393.045,-14873337450.707
19.4047963284,7812678305.38485,7025568652.45926,-14838246938.4393
19.4047963284,7809451557.47743,6994869691.51793,-14804321229.5906
19.4047963284,7806989962.16421,6964170730.57661,-14771160673.336
19.4047963284,4975014919.38883,6934574487.85739,-11909589387.8414
19.4047963284,5443819661.82186,6904978245.13818,-12348797887.5552
23.5012572229,5913079164.86728,6876680841.96996,-12789759983.336
23.5012572229,6383103107.93762,6848383438.80174,-13231486523.2381
23.5012572229,7333677647.25939,6820804283.34173,-14154481907.0999
23.5012572229,7802482749.87307,6793225127.88171,-14595707854.2535
23.5012572229,8271741349.93705,6765885209.59507,-15037626536.0309
23.5012572229,8741763677.45667,6738545291.30843,-15480308945.2638
23.5012572229,8978764061.03292,6710958082.10797,-15689722119.6396
45.385822341,8975082369.89297,6683370872.90752,-15658453197.4147
45.385822341,8971852913.04121,6655131280.27795,-15626984147.9333
45.385822341,8969386471.07582,6626891687.64839,-15596278113.3384
181.543289364,11674099486.0093,6598560458.32487,-18272659762.7909
181.543289364,11301483849.831,6570229229.00136,-17871712897.2891
181.543289364,10929319184.7788,6542579608.05086,-17471898611.2864
181.543289364,10557916822.0436,6514929987.10036,-17072846627.6007
181.543289364,10911701811.8361,6488076881.99199,-17399778512.2848
181.543289364,10452431805.0191,6461223776.88361,-16913655400.3594
181.543289364,9993611506.16617,6435928682.24376,-16429540006.8666
181.543289364,9535552797.06102,6410633587.6039,-15946186203.1216
181.543289364,10059582318.1376,6385716090.09917,-16445298226.6935
181.543289364,9969246976.72032,6360798592.59443,-16330045387.7715
181.543289364,9879360080.10496,6335132884.35704,-16214492782.9187
244.213223092,9790234060.66813,6309467176.11965,-16099700992.5746
244.213223092,10281362935.6792,6283070974.15548,-16564433665.6214
244.213223092,10277682685.2618,6256674772.1913,-16534357213.2399
244.213223092,10274449616.4843,6230415267.57433,-16504864639.8454
244.213223092,10271976712.316,6204155762.95735,-16476132231.0602
244.213223092,10286798948.7511,6178685517.70541,-16465484222.2433
244.213223092,10283119058.5145,6153215272.45347,-16436334086.7547
244.213223092,10279885086.7555,6128046445.51016,-16407931288.0524
244.213223092,10277410567.0365,6102877618.56686,-16380287941.3901
244.213223092,10283305734.241,6077683473.74459,-16360988963.7724
352.161209068,10279626204.185,6052489328.92233,-16332115180.9461
352.161209068,10276391329.4445,6024997412.50217,-16301388389.7855
352.161209068,10273915194.1748,5997505496.08201,-16271420338.0956
352.161209068,10282103872.8578,5965781145.45364,-16247884666.1502
352.161209068,10278424702.9824,5934056794.82527,-16212481145.6465
352.161209068,10275188925.2606,5898304632.14003,-16173493205.2394
352.161209068,10272711174.4401,5862552469.45479,-16135263291.7337
352.161209068,10283601287.1007,5822438375.12807,-16106039310.0676
352.161209068,10279922477.406,5782324280.80135,-16062246406.0462
511.773534257,10276685796.7027,5738496287.65487,-16015181572.5841
511.773534257,10274206430.3316,5694668294.50838,-15968874213.0664
511.773534257,10285950023.224,5647571990.31442,-15933521501.7649
511.773534257,10282271573.7099,5600475686.12045,-15882746748.0569
511.773534257,10279033990.0252,5550133845.53907,-15829167323.7907
511.773534257,10276553008.1033,5499792004.95768,-15776344501.2875
511.773534257,10286696273.3854,5445937320.04419,-15732633081.6561
511.773534257,10283018184.052,5392082635.1307,-15675100307.4092
511.773534257,10279779697.3858,5335427807.63847,-15615206993.2508
511.773534257,10277297099.9132,5278772980.14625,-15556069568.2859
511.773534257,10287069895.3278,5220197890.75284,-15507267274.3071
511.773534257,10283392166.1751,5161622801.35943,-15445014455.761
623.386959869,10280152776.5274,5101858404.88667,-15382010558.0272
623.386959869,10277668563.5041,5042094008.41391,-15319761948.5311
623.386959869,10286190654.1663,4981691646.14412,-15267881676.9235
623.386959869,10282513285.1942,4921289283.87434,-15203801945.6816
623.386959869,10279272992.5651,4860611872.45731,-15139884241.6355
623.386959869,10276787163.9911,4799934461.04029,-15076721001.6444
623.386959869,10285495065.0595,4738622491.63357,-15024116933.3061
623.386959869,10281818056.268,4677310522.22685,-14959127955.1079
623.386959869,10278576860.6575,4615095762.98209,-14893672000.2527
623.386959869,10276089416.5328,4552881003.73733,-14828969796.8831
623.386959869,10286964244.9506,4490368814.47272,-14777332436.0364
623.386959869,10283287596.3398,4427856625.2081,-14711143598.161
712.884864552,10280045497.7479,4365691172.55605,-14645735957.419
712.884864552,10277556438.0724,4303525719.904,-14581081445.0915
712.884864552,10289314066.4479,4241982311.39,-14531295664.953
712.884864552,10285637778.0177,4180438902.876,-14466075968.0089
712.884864552,10282394776.4443,4119324644.88246,-14401718708.4419
712.884864552,10279904101.2181,4058210386.88891,-14338113775.2222
712.884864552,10292865632.8334,3997540685.23103,-14290405605.1796
712.884864552,10289189704.5839,3936870983.57315,-14226059975.2722
712.884864552,10285945800.0291,3876244673.02479,-14162189760.169
712.884864552,10283453509.2521,3815618362.47644,-14099071158.8437
712.884864552,10297423387.945,3755411091.50641,-14052833766.5665
917.830741302,10293747819.8762,3695203820.53638,-13988950722.5818
917.830741302,10290503012.3399,3635914612.54057,-13926416707.0497
917.830741302,10288009106.0122,3576625404.54476,-13864633592.7262
917.830741302,10306375658.3356,3518459725.6316,-13824834466.1365
917.830741302,10302700450.4475,3460294046.71845,-13762993579.3352
917.830741302,10299454739.9297,3403357564.94083,-13702811387.0398
917.830741302,10296959218.0514,3346421083.16322,-13643379383.3838
917.830741302,10318488462.3753,3290840409.46141,-13609327954.006
917.830741302,10314814031.3027,3235259735.7596,-13550072849.2315
917.830741302,10311567001.1686,3182169968.32119,-13493736051.6591
1318.67005015,10309069863.7395,3129080200.88278,-13438148745.9523
1318.67005015,10331148019.5946,3078992851.05797,-13410139551.9825
1318.67005015,10327474365.3375,3028905501.23316,-13356378547.9006
1318.67005015,10324226015.5871,2982056870.94686,-13306281567.8639
1318.67005015,10321727262.6073,2935208240.66055,-13256934184.5978
1318.67005015,10347679188.1511,2891161101.73911,-13238838971.2202
1318.67005015,10344006310.7096,2847113962.81766,-13191118954.8572
1318.67005015,10340756641.3429,2806250371.32039,-13147005693.9932
1318.67005015,10338256272.8123,2765386779.82312,-13103641733.9654
1318.67005015,10368180499.0457,2728234474.12559,-13096413654.5013
1318.67005015,10364508398.4197,2691082168.42806,-13055589248.1777
1318.67005015,10361257409.4367,2660528458.81246,-13021784549.5791
1318.67005015,10358755425.3554,2629974749.19686,-12988728855.8822
1378.02816504,10392661933.8215,2602721384.99302,-12995381940.7863
1378.02816504,10388990610.011,2575468020.78919,-12964457252.772
1378.02816504,10385738301.4116,2554516835.71585,-12940253759.0993
1378.02816504,10383234701.7796,2533565650.64252,-12916798974.394
1378.02816504,10420691150.9981,2516041157.32588,-12936730930.2958
1378.02816504,10417020791.1007,2498516664.00923,-12915536077.0817
1378.02816504,10413767162.885,2482133277.84072,-12895899062.6975
1378.02816504,10411261947.7022,2465749891.67221,-12877010461.3463
1378.02816504,10451144956.3992,2447618696.33063,-12898762274.7017
2149.02181495,10447475560.4149,2429487500.98905,-12876960912.3821
2149.02181495,10444220612.5828,2405371049.6872,-12849589513.2482
2149.02181495,10441713781.8494,2381254598.38535,-12822966231.213
2149.02181495,10484853035.8162,2353349336.09922,-12838200222.8936
2149.02181495,10481184603.745,2325444073.81308,-12806626528.5363
2149.02181495,10477928336.2966,2289581974.46511,-12767508161.7399
2149.02181495,10475419890.0124,2253719875.11714,-12729137616.1078
2149.02181495,10518001613.3938,2215375133.71565,-12733374598.0876
2149.02181495,10514334145.2357,2177030392.31416,-12691362388.528
2149.02181495,10511076558.1709,2135295228.07954,-12646369637.2287
3091.73689041,10508566432.1059,2093560063.84492,-12602123404.2139
3091.73689041,10549145009.521,2048705766.65142,-12597847684.4355
3091.73689041,10545478505.2759,2003851469.45791,-12549326882.997
3091.73689041,10542219598.5949,1962346338.80689,-12504562845.6649
3091.73689041,10539707792.7489,1920841208.15587,-12460545909.1679
3091.73689041,10582673942.0227,1890594076.2716,-12473264926.5574
3091.73689041,10579008401.6907,1860346944.38732,-12439352254.3411
3091.73689041,10575748175.3933,1832331093.4066,-12408076177.063
3091.73689041,10573234689.7665,1804315242.42587,-12377546840.4554
4536.35372328,10612483711.548,1682507984.72783,-12294987159.9221
4536.35372328,10608819135.1291,1560700727.0298,-12169515325.8052
4536.35372328,10605557589.2154,1494782071.07541,-12100335123.9371
4536.35372328,10603042423.8077,1428863415.12102,-12031901302.575
4536.35372328,10639250300.8691,1317816590.48312,-11957062354.9985
4536.35372328,10635586688.3633,1206769765.84521,-11842351917.8548
4536.35372328,10632323822.8333,1163504034.36494,-11795823320.8445
4536.35372328,10629806977.6446,1120238302.88467,-11750040744.1756
4536.35372328,10672886025.4378,1065335046.07866,-11738216535.1627
4536.35372328,10669223376.8451,1010431789.27264,-11679650629.764
6866.89864897,10665959527.4862,910814371.225761,-11576767031.8133
6866.89864897,10663440666.7291,811196953.17888,-11474630753.0094
6866.89864897,10711644291.8413,761770848.108716,-11473408273.0514
6866.89864897,10707982607.1618,712344743.038551,-11420320483.3017
6866.89864897,10704717773.9739,661378203.416514,-11366089110.4918
6866.89864897,10702196897.6486,610411663.794477,-11312601694.5444
6866.89864897,10751164882.8843,563921572.313376,-11315079588.299
6866.89864897,10747504162.1178,517431480.832276,-11264928776.0514
6866.89864897,10744238345.101,470464940.641822,-11214696418.8442
6866.89864897,10741715453.2073,423498400.451369,-11165206986.7601
6866.89864897,10831214350.1185,378036868.88553,-11209244352.1054
8078.19525793,10827554593.2651,332575337.319692,-11160121852.3895
8078.19525793,10824287792.4195,191161952.107271,-11015441666.3315
8078.19525793,10821762884.9574,49748566.8948514,-10871503373.657
8078.19525793,10880904316.3218,-16408847.663343,-10864487390.4632
8078.19525793,10877245523.3815,-82566262.2215374,-10794671182.9647
8078.19525793,10873977738.707,-191075814.627006,-10682893845.8847
8078.19525793,10871450815.6766,-299585367.032475,-10571857370.4488
8078.19525793,10881174755.5698,-385848041.588197,-10495318635.7863
8078.19525793,10877516926.5426,-472110716.143919,-10405398132.2034
8078.19525793,10874248158.0391,-516619654.717828,-10357620425.126
12251.9997604,10871719219.4404,-561128593.291738,-10310578374.1489
12251.9997604,10903479173.9165,-664008314.840693,-10239458607.076
12251.9997604,10899822308.8023,-766888036.389647,-10132922020.4129
12251.9997604,10896552556.47,-811124489.258803,-10085415815.2114
12251.9997604,10894021602.3029,-855360942.127958,-10038648408.1752
12251.9997604,10937417187.9118,-1196252394.02928,-9741152541.88277
12251.9997604,10933761286.7107,-1537143845.9306,-9396605188.78038
12251.9997604,10930490550.5495,-1753481977.5726,-9176996320.97717
12251.9997604,10927957580.8141,-1969820109.2146,-8958125219.59977
12251.9997604,10984046839.3445,-2375577763.84509,-8608456823.49966
12251.9997604,10980391902.0565,-2781335418.47558,-8199044231.58118
12251.9997604,10977120182.0664,-2794927754.11546,-8182180175.9512
14484.1623612,10974585196.7627,-2808520089.75533,-8166050622.84498
14484.1623612,11012572414.9181,-2809571630.78735,-8202986299.96837
14484.1623612,11008918441.5432,-2810623171.81936,-8198280785.56146
14484.1623612,11005645737.7242,-2811126180.49186,-8194505073.06996
14484.1623612,11003108736.8521,-2811629189.16435,-8191465063.52538
14484.1623612,11041092301.5397,-2810734878.48206,-8230342938.89531
14484.1623612,11037439292.0779,-2809840567.79976,-8227584240.11579
14484.1623612,11034165604.43,-2808474439.96208,-8225676680.30558
14484.1623612,11031626587.9896,-2807108312.1244,-8224503791.70283
14484.1623612,11139035544.7049,-2805831327.26532,-8333189733.27725
14484.1623612,11135383499.1562,-2804554342.40624,-8330814672.5876
14484.1623612,11132108827.6794,-2799552026.47424,-8332542317.04282
16307.4209385,11129567795.6707,-2794549710.54223,-8335001777.70749
16307.4209385,2262094799.43473,-2679245779.30567,417167287.291878
16307.4209385,2284886021.75854,-2563941848.06911,279072133.73151
16307.4209385,2281199693.39027,-2509180559.91916,227997173.949831
16307.4209385,2278026795.07964,-2454419271.76921,176408784.110506
16307.4209385,2275611473.19091,-2315843448.08189,40248282.3119197
16307.4209385,2297355325.82425,-2177267624.39456,-120071394.008752
16307.4209385,2293668941.02096,-2207014840.03018,-86637793.569839
16307.4209385,2290494393.24078,-2236762055.6658,-53716030.1540403
16307.4209385,2288078564.05837,-2442862028.91814,154799772.280707
16307.4209385,2293851379.59566,-2648962002.17048,355126929.995766
16307.4209385,2290164938.35734,-2823802103.38353,533653472.44713
18437.6443922,2286988741.1076,-2998642204.59658,711671901.133366
18437.6443922,2284572404.63153,-3282336425.22173,997782458.234589
18437.6443922,2290816875.75727,-3566030645.84688,1275232207.734
18437.6443922,2287130378.08393,-3661843963.52901,1374732023.08948
18437.6443922,2283952531.36464,-3757657281.21115,1473723187.4909
18437.6443922,2281535687.59489,-3765800421.54636,1484283171.59586
18437.6443922,2290802209.62643,-3773943561.88158,1483159789.89954
18437.6443922,2287115655.51806,-3774273454.54425,1487176236.67058
18437.6443922,2283936159.32922,-3774603347.20693,1490685625.5221
18437.6443922,2281518808.26581,-3774889700.04668,1493389329.42526
18437.6443922,2291482632.25262,-3775176052.88643,1483711858.2782
18437.6443922,2287796021.70924,-3775245929.0495,1487468344.98466
22012.381338,2284615424.04927,-3775315805.21257,1490722393.54464
22012.381338,2282197017.69375,-3775164933.94695,1492989928.63453
22012.381338,2287641151.70784,-3775014062.68132,1487394923.35482
22012.381338,2283954484.72943,-3774997102.03445,1491064629.68636
22012.381338,2280772785.59835,-3774980141.38758,1494229368.17057
22012.381338,2278353323.95073,-3775228976.76429,1496897665.1949
22012.381338,976910077.191056,-3775477812.141,2798589747.33128
22012.381338,1170044315.89378,-4832555229.04274,3662532925.5303
22012.381338,1363682477.40774,-5889632645.94449,4525972180.91809
22012.381338,1558082922.58418,-6791100973.17002,5233040062.96718
22012.381338,1441958230.31582,-7692569300.39555,6250633082.46107
22012.381338,1635092412.58352,-7694326749.81546,6059256349.61327
25997.8799288,1828729472.62636,-7696084199.23536,5867380724.48893
25997.8799288,2023128862.51069,-7697761742.20079,5674658877.57003
25997.8799288,4606939505.50012,-7699439285.16622,3092525777.54603
25997.8799288,4260381289.80332,-7701272183.97147,3440916892.04808
25997.8799288,3914324906.84557,-7703105082.77673,3788806173.81109
25997.8799288,3569030899.90832,-7718243462.20534,4149238560.17694
25997.8799288,3938849218.46737,-7733381841.63394,3794558621.0465
25997.8799288,3592290946.33555,-7875014377.03046,4282749428.57484
25997.8799288,3246233461.90668,-8016646912.42698,4770439448.40023
25997.8799288,2900938399.67733,-8164569412.12222,5263657010.32483
36459.8869251,3410989284.50673,-8312491911.81746,4901539087.19766
36459.8869251,3407302335.3532,-8423477507.03318,5016211631.56691
36459.8869251,3404115128.86652,-8534463102.2489,5130384433.26931
36459.8869251,3401690390.75837,-8874191073.10966,5472537142.23822
36459.8869251,3781622664.67862,-9213919043.97043,5432332839.17874
36459.8869251,3777935659.09007,-9410098714.05286,5632199514.84972
36459.8869251,3774747351.13227,-9606278384.13529,5831567492.88995
36459.8869251,3772321557.73202,-9901566804.26646,6129281706.42137
36459.8869251,3784192606.44035,-10196855224.3976,6412699077.8442
55589.5181269,3780505544.41678,-10235784580.8222,6455334625.92358
55589.5181269,3777316134.98786,-10274713937.2468,6497453391.77711
55589.5181269,3774889286.2955,-10274974315.69,6500140618.91262
55589.5181269,3781181714.81533,-10275234694.1332,6494108568.83596
55589.5181269,3777494596.35673,-10275840362.1194,6498401355.28076
55589.5181269,3774304085.45669,-10276446030.1056,6502197534.16701
55589.5181269,3771876181.47223,-10277936185.8197,6506115593.86564
55589.5181269,3781505062.45365,-10279426341.5339,6497976868.59839
55589.5181269,3777817887.56003,-10282754733.0745,6504992435.03256
55589.5181269,3774626275.18887,-10286083124.615,6511512438.94426
76192.6193475,3772197315.91231,-10292684301.4011,6520563178.10811
76192.6193475,3783415588.43967,-10299285478.1871,6515946082.36682
76192.6193475,3779728357.11102,-10311761565.7878,6532109401.29614
76192.6193475,3776535643.26875,-10324237653.3885,6547778202.73909
76192.6193475,3774105628.70008,-10341981695.1458,6567952259.06504
76192.6193475,3784607265.54227,-10359725736.903,6575194663.98012
76192.6193475,3780919977.7786,-10382980521.1913,6602136736.03208
76192.6193475,3777726162.4652,-10406235305.4796,6628585335.63376
76192.6193475,3775295092.60443,-10435882773.2127,6660663873.22759
76192.6193475,3785378370.74749,-10465530240.9457,6680228062.81758
76192.6193475,3781691026.54879,-10495027526.3765,6713412692.44704
76192.6193475,3778496109.76428,-10524524811.8072,6746104894.66232
76192.6193475,3776063984.6114,-10555189139.8061,6779201347.81404
76192.6193475,3787144695.74085,-10585853467.8049,6798784964.68343
76192.6193475,3783457295.10714,-10614889146.951,6831508044.46317
76192.6193475,3780261276.8515,-10643924826.097,6863739741.86483
76192.6193475,3777828096.40652,-10685709840.6829,6907957936.89575
68977.7846302,3787797318.16673,-10727494855.2689,6939766514.88677
68977.7846302,3784109861.098,-10764618197.0316,6980577313.71823
68977.7846302,3780912741.37124,-10801741538.7943,7020897775.20771
68977.7846302,3778478505.63415,-10835866493.8034,7057456965.95383
68977.7846302,3784693270.6588,-10869991448.8124,7085367155.93822
68977.7846302,3781005757.15504,-10895868836.2274,7114932056.85703
68977.7846302,3777807535.95716,-10921746223.6425,7144007665.46995
68977.7846302,3775372244.92797,-10935759536.073,7160456268.92969
68977.7846302,3783161393.69969,-10949772848.5036,7166680432.58851
68977.7846302,3779473823.7609,-10969028183.9442,7189623337.96795
68977.7846302,3776274501.0919,-10988283519.3849,7212077996.0776
82345.644113,3773838154.77061,-11154672701.703,7380916892.5765
82345.644113,3785268084.80455,-11321061884.0211,7535876144.86069
82345.644113,3781580458.43074,-11530449339.6148,7748951226.82814
82345.644113,3778380034.29063,-11739836795.2084,7961539106.5619
82345.644113,3775942632.67722,-11798405279.5077,8022544992.47458
82345.644113,3785891174.86165,-11856973763.807,8071164934.58944
82345.644113,3782203492.05282,-12011799038.3517,8229677891.94299
82345.644113,3779001966.44159,-12166624312.8964,8387704692.09894
82345.644113,3776563509.53608,-12254225227.5854,8477744063.69341
82345.644113,4047954478.68677,-12341826142.2743,8293954009.23168
82345.644113,4044266739.44292,-12550312646.1114,8506128252.31264
82345.644113,4041064112.36057,-12758799149.9485,8717817383.2321
92347.5909521,4038624600.16296,-12816602597.6149,8778070345.04288
92347.5909521,4308923672.9067,-12874406045.2812,8565574719.96548
92347.5909521,4305235877.22782,-12877293079.6121,8572149549.97528
92347.5909521,4302032148.67435,-12880180113.9431,8578240312.85967
92347.5909521,4299591581.18463,-12880673970.1586,8581174736.56494
92347.5909521,4310672958.06821,-12881167826.3742,8570587215.89693
92347.5909521,4306985105.95431,-12881294814.3798,8574402056.01645
92347.5909521,4303780275.92972,-12881421802.3854,8577733874.04665
92347.5909521,4301338653.14789,-12881553065.5232,8580306759.96624
92347.5909521,4316368697.1105,-12881684328.6609,8565407979.14141
92347.5909521,4312680788.56157,-12766554318.2745,8453965877.30393
92347.5909521,4309474857.06586,-12651424307.8881,8342041798.41323
109670.133292,4307032178.99193,-8558758415.37888,4251835906.52024
109670.133292,4308094082.87275,-4466092522.86961,158108110.130157
109670.133292,4304406409.29979,-2341492722.3439,-1962804016.82259
109670.133292,4301199084.92197,-216892921.818185,-4084196492.97049
109670.133292,4298755351.55594,3861643507.62044,-8160289189.04309
109670.133292,4311305459.55251,7940179937.05906,-12251375726.4783
109670.133292,4307618020.95551,8053434088.6408,-12360942439.463
109670.133292,4304409303.69559,8166688240.22254,-12470987873.7848
109670.133292,4301964515.03745,8164132025.0452,-12465986869.9494
109670.133292,4343927401.50173,8161575809.86785,-12505393541.2363
157416.401844,4340240197.8807,8157144149.17542,-12497226930.6543
157416.401844,4337030087.73867,8152712488.48298,-12489585159.8198
157416.401844,4334584243.78843,8146071578.89468,-12480498406.2813
157416.401844,1457904368.89269,8139430669.30637,-9597177621.79722
157416.401844,2106682862.76265,8130565521.4901,-10237090967.8509
157416.401844,2755936822.25356,8121700373.67383,-10877479779.5255
157416.401844,3405955385.52626,8110517676.48446,-11516315645.6089
157416.401844,5730775191.74946,8099334979.29509,-13829952754.6427
157416.401844,6379553920.59539,8085827433.19359,-14465223937.3871
244112.487774,7028806487.20419,8072319887.09209,-15100882261.8085
244112.487774,7678823995.18478,8056800674.61652,-15735380557.3135
244112.487774,7689046166.27399,8041281462.14096,-15730083515.9272
244112.487774,7685359792.78554,8024524749.74877,-15709640430.0465
244112.487774,7682145503.99719,8007768037.35658,-15689669428.866
244112.487774,7679696494.17064,7990606074.93584,-15670058456.6187
244112.487774,7695932257.28819,7973444112.51511,-15669132257.3155
244112.487774,7692246243.98039,7956815200.9346,-15648817332.4272
434877.045528,7689030562.30993,7940186289.35409,-15628781974.6185
434877.045528,7686580497.19128,7924894345.30486,-15611039965.4506
434877.045528,7700595695.16357,7909602401.25563,-15609763219.3737
434877.045528,7696910042.03642,7895468864.86173,-15591944029.8526
434877.045528,7693692967.48386,7881335328.46784,-15574593418.9062
434877.045528,7691241847.0731,7866788422.14935,-15557595392.1769
434877.045528,7704328757.2954,7852241515.83087,-15556135396.0807
434877.045528,7700643464.34891,7836230974.38154,-15536439561.6849
434877.045528,7697424996.91424,7820220432.93222,-15517210552.8009
434877.045528,7694972750.85342,7802239348.65247,-15496777222.4604
567269.530162,7712079287.77464,7784258264.37273,-15495770282.6172
567269.530162,7708394355.0088,7763524472.77508,-15471351558.2537
567269.530162,7705174494.69203,7742790681.17744,-15447397906.3393
567269.530162,7702721122.98114,7719544421.63217,-15421698275.0832
567269.530162,7716206580.19658,7696298162.0869,-15411937472.7533
567269.530162,7712522007.61139,7670651734.58287,-15382606472.6641
567269.530162,7709300754.41252,7645005307.07883,-15353738791.9612
567269.530162,7706846257.05158,7616598294.23024,-15322877281.7517
567269.530162,7719766652.1525,7588191281.38164,-15307390664.004
876954.493514,7716082439.74797,7557402867.19382,-15272608352.4483
876954.493514,7712859793.66698,7526614453.006,-15238597292.1795
876954.493514,7710404170.65598,7493887191.68379,-15203414407.8463
876954.493514,7723681175.85812,7461159930.36159,-15183964151.7262
876954.493514,7719997323.63424,7427045077.50375,-15146165446.6445
876954.493514,7716773284.67115,7392930224.64591,-15108826554.8235
876954.493514,7714316536.01009,7357948942.91507,-15071388524.4317
876954.493514,7724677282.72008,7322967661.18424,-15046767989.4108
876954.493514,7720993790.67686,7288008779.75088,-15008125615.9342
1379192.28823,7717768848.73233,7253049898.31752,-14969439554.7616
1379192.28823,7715310484.52055,7218864560.13424,-14932795852.3666
1379192.28823,7724135278.15045,7184679221.95097,-14907435307.8132
1379192.28823,7720452146.28789,7151661979.06895,-14870734933.0686
1379192.28823,7717226301.36191,7118644736.18693,-14834491845.2606
1379192.28823,7714766321.59941,7086797639.70942,-14800184769.0206
1379192.28823,7816361077.06677,7054950543.23191,-14869932428.0104
1379192.28823,7812678305.38485,7023908400.69939,-14835207513.796
1379192.28823,7809451557.47743,6992866258.16687,-14800938623.3561
1379192.28823,7806989962.16421,6962642544.91813,-14768253314.7941
1379192.28823,4975014919.38883,6932418831.66939,-11906054558.77
1379192.28823,5443819661.82186,6903520955.93715,-12345961425.4708
1379192.28823,5913079164.86728,6874623080.20491,-12786323052.784
1563027.99612,6383103107.93762,6846801478.44589,-13228341558.3874
1563027.99612,7333677647.25939,6818979876.68687,-14151094495.9501
1563027.99612,7802482749.87307,6791573317.39001,-14592493039.267
1563027.99612,8271741349.93705,6764166758.09315,-15034345080.0341
1563027.99612,8741763677.45667,6736782502.97537,-15476983152.4359
1563027.99612,8978764061.03292,6709398247.85759,-15686599280.8944
1563027.99612,8975082369.89297,6681518620.71656,-15655037962.6134
1563027.99612,8971852913.04121,6653638993.57553,-15623928878.6206
1563027.99612,8969386471.07582,6625205744.8731,-15593029187.9528
1563027.99612,11674099486.0093,6596772496.17068,-18269308954.1839
1563027.99612,11301483849.831,6568544874.03303,-17868465695.8679
1563027.99612,10929319184.7788,6540317251.89538,-17468073408.678
1563027.99612,10557916822.0436,6513517400.65136,-17069871194.6989
1690895.80305,10911701811.8361,6486717549.40734,-17396728465.4404
1690895.80305,10452431805.0191,6460360944.68769,-16911101853.9038
1690895.80305,9993611506.16617,6434004339.96803,-16425924950.3312
1690895.80305,9535552797.06102,6409194907.07572,-15943056808.3337
1690895.80305,10059582318.1376,6384385474.18341,-16442276896.5179
1690895.80305,9969246976.72032,6359063908.53374,-16326619989.451
1690895.80305,9879360080.10496,6333742342.88406,-16211411527.186
1690895.80305,9790234060.66813,6307725499.88535,-16096268664.7504
1690895.80305,10281362935.6792,6281708656.88664,-16561380696.7628
1690895.80305,10277682685.2618,6255189374.81193,-16531181164.2707
